n	feature	read_length	srr	val
8857	lncRNA	32	SRR1585486	2776
8272	lncRNA	33	SRR1585486	681
7743	lncRNA	34	SRR1585486	200
6908	lncRNA	35	SRR1585486	71
217	sno/miRNA	25	SRR1585486	63
217	sno/miRNA	26	SRR1585486	51
225	sno/miRNA	27	SRR1585486	44
249	sno/miRNA	28	SRR1585486	284
232	sno/miRNA	29	SRR1585486	130
236	sno/miRNA	30	SRR1585486	2339
232	sno/miRNA	31	SRR1585486	174
208	sno/miRNA	32	SRR1585486	57
186	sno/miRNA	33	SRR1585486	8
157	sno/miRNA	34	SRR1585486	5
141	sno/miRNA	35	SRR1585486	15
18371	CDS	25	SRR1585487	117383
18610	CDS	26	SRR1585487	197474
18872	CDS	27	SRR1585487	374353
19152	CDS	28	SRR1585487	770666
19302	CDS	29	SRR1585487	1669483
19223	CDS	30	SRR1585487	2125085
19026	CDS	31	SRR1585487	1121602
18785	CDS	32	SRR1585487	264912
18603	CDS	33	SRR1585487	53607
18327	CDS	34	SRR1585487	10631
18052	CDS	35	SRR1585487	2974
7506	lncRNA	25	SRR1585487	1397
8101	lncRNA	26	SRR1585487	2203
8815	lncRNA	27	SRR1585487	2891
9902	lncRNA	28	SRR1585487	5733
10364	lncRNA	29	SRR1585487	10520
10070	lncRNA	30	SRR1585487	14404
9501	lncRNA	31	SRR1585487	7713
8857	lncRNA	32	SRR1585487	1966
8272	lncRNA	33	SRR1585487	494
7743	lncRNA	34	SRR1585487	73
6908	lncRNA	35	SRR1585487	38
217	sno/miRNA	25	SRR1585487	57
217	sno/miRNA	26	SRR1585487	65
225	sno/miRNA	27	SRR1585487	71
249	sno/miRNA	28	SRR1585487	47
232	sno/miRNA	29	SRR1585487	103
236	sno/miRNA	30	SRR1585487	796
232	sno/miRNA	31	SRR1585487	55
208	sno/miRNA	32	SRR1585487	19
186	sno/miRNA	33	SRR1585487	3
157	sno/miRNA	34	SRR1585487	5
141	sno/miRNA	35	SRR1585487	12
18371	CDS	25	SRR1585488	195190
18610	CDS	26	SRR1585488	350672
18872	CDS	27	SRR1585488	682497
19152	CDS	28	SRR1585488	2023557
19302	CDS	29	SRR1585488	3863530
19223	CDS	30	SRR1585488	2936395
19026	CDS	31	SRR1585488	684768
18785	CDS	32	SRR1585488	86192
18603	CDS	33	SRR1585488	13798
18327	CDS	34	SRR1585488	3855
18052	CDS	35	SRR1585488	1403
7506	lncRNA	25	SRR1585488	2739
8101	lncRNA	26	SRR1585488	5408
8815	lncRNA	27	SRR1585488	6962
9902	lncRNA	28	SRR1585488	15384
10364	lncRNA	29	SRR1585488	26377
10070	lncRNA	30	SRR1585488	19925
9501	lncRNA	31	SRR1585488	5064
8857	lncRNA	32	SRR1585488	868
8272	lncRNA	33	SRR1585488	168
7743	lncRNA	34	SRR1585488	76
6908	lncRNA	35	SRR1585488	34
217	sno/miRNA	25	SRR1585488	87
217	sno/miRNA	26	SRR1585488	71
225	sno/miRNA	27	SRR1585488	76
249	sno/miRNA	28	SRR1585488	343
232	sno/miRNA	29	SRR1585488	184
236	sno/miRNA	30	SRR1585488	2068
232	sno/miRNA	31	SRR1585488	92
208	sno/miRNA	32	SRR1585488	2
186	sno/miRNA	33	SRR1585488	5
157	sno/miRNA	34	SRR1585488	8
141	sno/miRNA	35	SRR1585488	1
18371	CDS	25	SRR1585490	172681
18610	CDS	26	SRR1585490	349959
18872	CDS	27	SRR1585490	753061
19152	CDS	28	SRR1585490	1668078
19302	CDS	29	SRR1585490	2753130
19223	CDS	30	SRR1585490	2240976
19026	CDS	31	SRR1585490	658014
18785	CDS	32	SRR1585490	94793
18603	CDS	33	SRR1585490	15919
18327	CDS	34	SRR1585490	4856
18052	CDS	35	SRR1585490	2076
7506	lncRNA	25	SRR1585490	2068
8101	lncRNA	26	SRR1585490	3605
8815	lncRNA	27	SRR1585490	5376
9902	lncRNA	28	SRR1585490	11683
10364	lncRNA	29	SRR1585490	19211
10070	lncRNA	30	SRR1585490	15001
9501	lncRNA	31	SRR1585490	4989
8857	lncRNA	32	SRR1585490	879
8272	lncRNA	33	SRR1585490	182
7743	lncRNA	34	SRR1585490	145
6908	lncRNA	35	SRR1585490	60
217	sno/miRNA	25	SRR1585490	70
217	sno/miRNA	26	SRR1585490	67
225	sno/miRNA	27	SRR1585490	81
249	sno/miRNA	28	SRR1585490	226
232	sno/miRNA	29	SRR1585490	175
236	sno/miRNA	30	SRR1585490	2741
232	sno/miRNA	31	SRR1585490	50
208	sno/miRNA	32	SRR1585490	4
186	sno/miRNA	33	SRR1585490	1
157	sno/miRNA	34	SRR1585490	5
141	sno/miRNA	35	SRR1585490	0
18371	CDS	25	SRR1585491	154146
18610	CDS	26	SRR1585491	283532
18872	CDS	27	SRR1585491	542409
19152	CDS	28	SRR1585491	1163064
19302	CDS	29	SRR1585491	2415988
19223	CDS	30	SRR1585491	2675890
19026	CDS	31	SRR1585491	1186744
18785	CDS	32	SRR1585491	219125
18603	CDS	33	SRR1585491	35863
18327	CDS	34	SRR1585491	7688
18052	CDS	35	SRR1585491	2588
7506	lncRNA	25	SRR1585491	1621
8101	lncRNA	26	SRR1585491	3110
8815	lncRNA	27	SRR1585491	3793
9902	lncRNA	28	SRR1585491	7366
10364	lncRNA	29	SRR1585491	15030
10070	lncRNA	30	SRR1585491	17454
9501	lncRNA	31	SRR1585491	7977
8857	lncRNA	32	SRR1585491	1784
8272	lncRNA	33	SRR1585491	336
7743	lncRNA	34	SRR1585491	106
6908	lncRNA	35	SRR1585491	29
217	sno/miRNA	25	SRR1585491	85
217	sno/miRNA	26	SRR1585491	63
225	sno/miRNA	27	SRR1585491	38
249	sno/miRNA	28	SRR1585491	133
232	sno/miRNA	29	SRR1585491	141
236	sno/miRNA	30	SRR1585491	1314
232	sno/miRNA	31	SRR1585491	80
208	sno/miRNA	32	SRR1585491	36
186	sno/miRNA	33	SRR1585491	4
157	sno/miRNA	34	SRR1585491	4
141	sno/miRNA	35	SRR1585491	4
18371	CDS	25	SRR1585492	245635
18610	CDS	26	SRR1585492	549098
18872	CDS	27	SRR1585492	987951
19152	CDS	28	SRR1585492	1846003
19302	CDS	29	SRR1585492	2199060
19223	CDS	30	SRR1585492	1280873
19026	CDS	31	SRR1585492	270403
18785	CDS	32	SRR1585492	36861
18603	CDS	33	SRR1585492	8154
18327	CDS	34	SRR1585492	3061
18052	CDS	35	SRR1585492	1254
7506	lncRNA	25	SRR1585492	2542
8101	lncRNA	26	SRR1585492	4513
8815	lncRNA	27	SRR1585492	5944
9902	lncRNA	28	SRR1585492	12940
10364	lncRNA	29	SRR1585492	14016
10070	lncRNA	30	SRR1585492	9165
9501	lncRNA	31	SRR1585492	2176
8857	lncRNA	32	SRR1585492	369
8272	lncRNA	33	SRR1585492	49
7743	lncRNA	34	SRR1585492	58
6908	lncRNA	35	SRR1585492	16
217	sno/miRNA	25	SRR1585492	138
217	sno/miRNA	26	SRR1585492	102
225	sno/miRNA	27	SRR1585492	71
249	sno/miRNA	28	SRR1585492	218
232	sno/miRNA	29	SRR1585492	285
236	sno/miRNA	30	SRR1585492	1651
232	sno/miRNA	31	SRR1585492	40
208	sno/miRNA	32	SRR1585492	7
186	sno/miRNA	33	SRR1585492	1
157	sno/miRNA	34	SRR1585492	4
141	sno/miRNA	35	SRR1585492	2
18371	CDS	25	SRR1585493	101809
18610	CDS	26	SRR1585493	197388
18872	CDS	27	SRR1585493	377614
19152	CDS	28	SRR1585493	975530
19302	CDS	29	SRR1585493	2219694
19223	CDS	30	SRR1585493	1898145
19026	CDS	31	SRR1585493	484488
18785	CDS	32	SRR1585493	87311
18603	CDS	33	SRR1585493	14959
18327	CDS	34	SRR1585493	3220
18052	CDS	35	SRR1585493	1169
7506	lncRNA	25	SRR1585493	1189
8101	lncRNA	26	SRR1585493	2204
8815	lncRNA	27	SRR1585493	3081
9902	lncRNA	28	SRR1585493	7111
10364	lncRNA	29	SRR1585493	13312
10070	lncRNA	30	SRR1585493	11504
9501	lncRNA	31	SRR1585493	2615
8857	lncRNA	32	SRR1585493	599
8272	lncRNA	33	SRR1585493	134
7743	lncRNA	34	SRR1585493	36
6908	lncRNA	35	SRR1585493	31
217	sno/miRNA	25	SRR1585493	115
217	sno/miRNA	26	SRR1585493	76
225	sno/miRNA	27	SRR1585493	51
249	sno/miRNA	28	SRR1585493	192
232	sno/miRNA	29	SRR1585493	127
236	sno/miRNA	30	SRR1585493	453
232	sno/miRNA	31	SRR1585493	6
208	sno/miRNA	32	SRR1585493	1
186	sno/miRNA	33	SRR1585493	0
157	sno/miRNA	34	SRR1585493	0
141	sno/miRNA	35	SRR1585493	2
18371	CDS	25	SRR1585494	209576
18610	CDS	26	SRR1585494	366910
18872	CDS	27	SRR1585494	716198
19152	CDS	28	SRR1585494	1503914
19302	CDS	29	SRR1585494	3052503
19223	CDS	30	SRR1585494	3379755
19026	CDS	31	SRR1585494	1392472
18785	CDS	32	SRR1585494	246143
18603	CDS	33	SRR1585494	44312
18327	CDS	34	SRR1585494	9252
18052	CDS	35	SRR1585494	2738
7506	lncRNA	25	SRR1585494	2309
8101	lncRNA	26	SRR1585494	3647
8815	lncRNA	27	SRR1585494	4917
9902	lncRNA	28	SRR1585494	9733
10364	lncRNA	29	SRR1585494	17609
10070	lncRNA	30	SRR1585494	18713
9501	lncRNA	31	SRR1585494	8243
8857	lncRNA	32	SRR1585494	1713
8272	lncRNA	33	SRR1585494	342
7743	lncRNA	34	SRR1585494	110
6908	lncRNA	35	SRR1585494	36
217	sno/miRNA	25	SRR1585494	91
217	sno/miRNA	26	SRR1585494	44
225	sno/miRNA	27	SRR1585494	35
249	sno/miRNA	28	SRR1585494	159
232	sno/miRNA	29	SRR1585494	139
236	sno/miRNA	30	SRR1585494	1456
232	sno/miRNA	31	SRR1585494	77
208	sno/miRNA	32	SRR1585494	9
186	sno/miRNA	33	SRR1585494	12
157	sno/miRNA	34	SRR1585494	7
141	sno/miRNA	35	SRR1585494	6
18371	CDS	25	SRR1585495	94800
18610	CDS	26	SRR1585495	145666
18872	CDS	27	SRR1585495	275631
19152	CDS	28	SRR1585495	554052
19302	CDS	29	SRR1585495	1096852
19223	CDS	30	SRR1585495	1420963
19026	CDS	31	SRR1585495	810568
18785	CDS	32	SRR1585495	228188
18603	CDS	33	SRR1585495	55691
18327	CDS	34	SRR1585495	12292
18052	CDS	35	SRR1585495	3825
7506	lncRNA	25	SRR1585495	970
8101	lncRNA	26	SRR1585495	1269
8815	lncRNA	27	SRR1585495	1728
9902	lncRNA	28	SRR1585495	3023
10364	lncRNA	29	SRR1585495	5663
10070	lncRNA	30	SRR1585495	7365
9501	lncRNA	31	SRR1585495	4430
8857	lncRNA	32	SRR1585495	1261
8272	lncRNA	33	SRR1585495	373
7743	lncRNA	34	SRR1585495	97
6908	lncRNA	35	SRR1585495	52
217	sno/miRNA	25	SRR1585495	50
217	sno/miRNA	26	SRR1585495	32
225	sno/miRNA	27	SRR1585495	28
249	sno/miRNA	28	SRR1585495	82
232	sno/miRNA	29	SRR1585495	63
236	sno/miRNA	30	SRR1585495	421
232	sno/miRNA	31	SRR1585495	67
208	sno/miRNA	32	SRR1585495	16
186	sno/miRNA	33	SRR1585495	5
157	sno/miRNA	34	SRR1585495	4
141	sno/miRNA	35	SRR1585495	6
18371	CDS	25	SRR1585496	104001
18610	CDS	26	SRR1585496	153481
18872	CDS	27	SRR1585496	264663
19152	CDS	28	SRR1585496	613656
19302	CDS	29	SRR1585496	1606264
19223	CDS	30	SRR1585496	2345999
19026	CDS	31	SRR1585496	1588485
18785	CDS	32	SRR1585496	462307
18603	CDS	33	SRR1585496	89415
18327	CDS	34	SRR1585496	16710
18052	CDS	35	SRR1585496	5243
7506	lncRNA	25	SRR1585496	958
8101	lncRNA	26	SRR1585496	1222
8815	lncRNA	27	SRR1585496	2051
9902	lncRNA	28	SRR1585496	4350
10364	lncRNA	29	SRR1585496	9451
10070	lncRNA	30	SRR1585496	13062
9501	lncRNA	31	SRR1585496	9133
8857	lncRNA	32	SRR1585496	2788
8272	lncRNA	33	SRR1585496	540
7743	lncRNA	34	SRR1585496	165
6908	lncRNA	35	SRR1585496	44
217	sno/miRNA	25	SRR1585496	88
217	sno/miRNA	26	SRR1585496	73
225	sno/miRNA	27	SRR1585496	45
249	sno/miRNA	28	SRR1585496	134
232	sno/miRNA	29	SRR1585496	101
236	sno/miRNA	30	SRR1585496	643
232	sno/miRNA	31	SRR1585496	71
208	sno/miRNA	32	SRR1585496	29
186	sno/miRNA	33	SRR1585496	5
157	sno/miRNA	34	SRR1585496	4
141	sno/miRNA	35	SRR1585496	5
18371	CDS	25	SRR1585497	94199
18610	CDS	26	SRR1585497	214902
18872	CDS	27	SRR1585497	464166
19152	CDS	28	SRR1585497	758359
19302	CDS	29	SRR1585497	994130
19223	CDS	30	SRR1585497	601008
19026	CDS	31	SRR1585497	157832
18785	CDS	32	SRR1585497	32894
18603	CDS	33	SRR1585497	6844
18327	CDS	34	SRR1585497	1631
18052	CDS	35	SRR1585497	571
7506	lncRNA	25	SRR1585497	880
8101	lncRNA	26	SRR1585497	1613
8815	lncRNA	27	SRR1585497	2400
9902	lncRNA	28	SRR1585497	4934
10364	lncRNA	29	SRR1585497	6394
10070	lncRNA	30	SRR1585497	4089
9501	lncRNA	31	SRR1585497	1198
8857	lncRNA	32	SRR1585497	307
8272	lncRNA	33	SRR1585497	118
7743	lncRNA	34	SRR1585497	2
6908	lncRNA	35	SRR1585497	0
217	sno/miRNA	25	SRR1585497	35
217	sno/miRNA	26	SRR1585497	38
225	sno/miRNA	27	SRR1585497	12
249	sno/miRNA	28	SRR1585497	119
232	sno/miRNA	29	SRR1585497	75
236	sno/miRNA	30	SRR1585497	109
232	sno/miRNA	31	SRR1585497	3
208	sno/miRNA	32	SRR1585497	0
186	sno/miRNA	33	SRR1585497	10
157	sno/miRNA	34	SRR1585497	0
141	sno/miRNA	35	SRR1585497	0
18371	CDS	25	SRR1585498	338846
18610	CDS	26	SRR1585498	709497
18872	CDS	27	SRR1585498	1339949
19152	CDS	28	SRR1585498	2538947
19302	CDS	29	SRR1585498	3679949
19223	CDS	30	SRR1585498	2710470
19026	CDS	31	SRR1585498	791314
18785	CDS	32	SRR1585498	131427
18603	CDS	33	SRR1585498	25282
18327	CDS	34	SRR1585498	7029
18052	CDS	35	SRR1585498	2749
7506	lncRNA	25	SRR1585498	2889
8101	lncRNA	26	SRR1585498	5529
8815	lncRNA	27	SRR1585498	8232
9902	lncRNA	28	SRR1585498	16326
10364	lncRNA	29	SRR1585498	25712
10070	lncRNA	30	SRR1585498	19271
9501	lncRNA	31	SRR1585498	6086
8857	lncRNA	32	SRR1585498	1137
8272	lncRNA	33	SRR1585498	264
7743	lncRNA	34	SRR1585498	120
6908	lncRNA	35	SRR1585498	55
217	sno/miRNA	25	SRR1585498	111
217	sno/miRNA	26	SRR1585498	74
225	sno/miRNA	27	SRR1585498	43
249	sno/miRNA	28	SRR1585498	115
232	sno/miRNA	29	SRR1585498	86
236	sno/miRNA	30	SRR1585498	1064
232	sno/miRNA	31	SRR1585498	57
208	sno/miRNA	32	SRR1585498	12
186	sno/miRNA	33	SRR1585498	1
157	sno/miRNA	34	SRR1585498	0
141	sno/miRNA	35	SRR1585498	8
18371	CDS	25	SRR1585499	87317
18610	CDS	26	SRR1585499	170692
18872	CDS	27	SRR1585499	348591
19152	CDS	28	SRR1585499	747793
19302	CDS	29	SRR1585499	1269707
19223	CDS	30	SRR1585499	1132262
19026	CDS	31	SRR1585499	425421
18785	CDS	32	SRR1585499	75743
18603	CDS	33	SRR1585499	13493
18327	CDS	34	SRR1585499	3906
18052	CDS	35	SRR1585499	1528
7506	lncRNA	25	SRR1585499	750
8101	lncRNA	26	SRR1585499	1233
8815	lncRNA	27	SRR1585499	2616
9902	lncRNA	28	SRR1585499	5327
10364	lncRNA	29	SRR1585499	8515
10070	lncRNA	30	SRR1585499	8025
9501	lncRNA	31	SRR1585499	3075
8857	lncRNA	32	SRR1585499	718
8272	lncRNA	33	SRR1585499	114
7743	lncRNA	34	SRR1585499	95
6908	lncRNA	35	SRR1585499	54
217	sno/miRNA	25	SRR1585499	35
217	sno/miRNA	26	SRR1585499	21
225	sno/miRNA	27	SRR1585499	3
249	sno/miRNA	28	SRR1585499	35
232	sno/miRNA	29	SRR1585499	42
236	sno/miRNA	30	SRR1585499	261
232	sno/miRNA	31	SRR1585499	27
208	sno/miRNA	32	SRR1585499	1
186	sno/miRNA	33	SRR1585499	0
157	sno/miRNA	34	SRR1585499	0
141	sno/miRNA	35	SRR1585499	0
18371	CDS	25	SRR1585500	83921
18610	CDS	26	SRR1585500	87926
18872	CDS	27	SRR1585500	96771
19152	CDS	28	SRR1585500	121244
19302	CDS	29	SRR1585500	211295
19223	CDS	30	SRR1585500	283433
19026	CDS	31	SRR1585500	158462
18785	CDS	32	SRR1585500	47662
18603	CDS	33	SRR1585500	12961
18327	CDS	34	SRR1585500	3930
18052	CDS	35	SRR1585500	2128
7506	lncRNA	25	SRR1585500	2116
8101	lncRNA	26	SRR1585500	1730
8815	lncRNA	27	SRR1585500	1874
9902	lncRNA	28	SRR1585500	1892
10364	lncRNA	29	SRR1585500	2286
10070	lncRNA	30	SRR1585500	2681
9501	lncRNA	31	SRR1585500	1879
8857	lncRNA	32	SRR1585500	1198
8272	lncRNA	33	SRR1585500	747
7743	lncRNA	34	SRR1585500	806
6908	lncRNA	35	SRR1585500	812
217	sno/miRNA	25	SRR1585500	634
217	sno/miRNA	26	SRR1585500	55
225	sno/miRNA	27	SRR1585500	273
249	sno/miRNA	28	SRR1585500	215
232	sno/miRNA	29	SRR1585500	162
236	sno/miRNA	30	SRR1585500	207
232	sno/miRNA	31	SRR1585500	68
208	sno/miRNA	32	SRR1585500	58
186	sno/miRNA	33	SRR1585500	19
157	sno/miRNA	34	SRR1585500	25
141	sno/miRNA	35	SRR1585500	27
18371	CDS	25	SRR1585501	289397
18610	CDS	26	SRR1585501	514530
18872	CDS	27	SRR1585501	905154
19152	CDS	28	SRR1585501	1375264
19302	CDS	29	SRR1585501	1621622
19223	CDS	30	SRR1585501	980616
19026	CDS	31	SRR1585501	228881
18785	CDS	32	SRR1585501	42973
18603	CDS	33	SRR1585501	9353
18327	CDS	34	SRR1585501	2683
18052	CDS	35	SRR1585501	901
7506	lncRNA	25	SRR1585501	3262
8101	lncRNA	26	SRR1585501	4503
8815	lncRNA	27	SRR1585501	6195
9902	lncRNA	28	SRR1585501	9278
10364	lncRNA	29	SRR1585501	12218
10070	lncRNA	30	SRR1585501	8059
9501	lncRNA	31	SRR1585501	2070
8857	lncRNA	32	SRR1585501	537
8272	lncRNA	33	SRR1585501	131
7743	lncRNA	34	SRR1585501	49
6908	lncRNA	35	SRR1585501	35
217	sno/miRNA	25	SRR1585501	95
217	sno/miRNA	26	SRR1585501	34
225	sno/miRNA	27	SRR1585501	63
249	sno/miRNA	28	SRR1585501	194
232	sno/miRNA	29	SRR1585501	156
236	sno/miRNA	30	SRR1585501	369
232	sno/miRNA	31	SRR1585501	49
208	sno/miRNA	32	SRR1585501	3
186	sno/miRNA	33	SRR1585501	4
157	sno/miRNA	34	SRR1585501	5
141	sno/miRNA	35	SRR1585501	4
18371	CDS	25	SRR1585502	207977
18610	CDS	26	SRR1585502	404767
18872	CDS	27	SRR1585502	942205
19152	CDS	28	SRR1585502	1903332
19302	CDS	29	SRR1585502	3216195
19223	CDS	30	SRR1585502	3610519
19026	CDS	31	SRR1585502	2235454
18785	CDS	32	SRR1585502	663581
18603	CDS	33	SRR1585502	143274
18327	CDS	34	SRR1585502	32458
18052	CDS	35	SRR1585502	10146
7506	lncRNA	25	SRR1585502	1717
8101	lncRNA	26	SRR1585502	2805
8815	lncRNA	27	SRR1585502	5017
9902	lncRNA	28	SRR1585502	8687
10364	lncRNA	29	SRR1585502	15344
10070	lncRNA	30	SRR1585502	18150
9501	lncRNA	31	SRR1585502	13581
8857	lncRNA	32	SRR1585502	4517
8272	lncRNA	33	SRR1585502	1044
7743	lncRNA	34	SRR1585502	331
6908	lncRNA	35	SRR1585502	82
217	sno/miRNA	25	SRR1585502	47
217	sno/miRNA	26	SRR1585502	51
225	sno/miRNA	27	SRR1585502	42
249	sno/miRNA	28	SRR1585502	151
232	sno/miRNA	29	SRR1585502	115
236	sno/miRNA	30	SRR1585502	795
232	sno/miRNA	31	SRR1585502	201
208	sno/miRNA	32	SRR1585502	64
186	sno/miRNA	33	SRR1585502	6
157	sno/miRNA	34	SRR1585502	7
141	sno/miRNA	35	SRR1585502	12
18371	CDS	25	SRR1585503	239151
18610	CDS	26	SRR1585503	408230
18872	CDS	27	SRR1585503	756255
19152	CDS	28	SRR1585503	1721180
19302	CDS	29	SRR1585503	3511224
19223	CDS	30	SRR1585503	3509919
19026	CDS	31	SRR1585503	1226299
18785	CDS	32	SRR1585503	238404
18603	CDS	33	SRR1585503	45448
18327	CDS	34	SRR1585503	9501
18052	CDS	35	SRR1585503	2845
7506	lncRNA	25	SRR1585503	3489
8101	lncRNA	26	SRR1585503	5797
8815	lncRNA	27	SRR1585503	8914
9902	lncRNA	28	SRR1585503	18800
10364	lncRNA	29	SRR1585503	33546
10070	lncRNA	30	SRR1585503	37347
9501	lncRNA	31	SRR1585503	18994
8857	lncRNA	32	SRR1585503	3680
8272	lncRNA	33	SRR1585503	726
7743	lncRNA	34	SRR1585503	182
6908	lncRNA	35	SRR1585503	97
217	sno/miRNA	25	SRR1585503	118
217	sno/miRNA	26	SRR1585503	72
225	sno/miRNA	27	SRR1585503	83
249	sno/miRNA	28	SRR1585503	209
232	sno/miRNA	29	SRR1585503	164
236	sno/miRNA	30	SRR1585503	1374
232	sno/miRNA	31	SRR1585503	51
208	sno/miRNA	32	SRR1585503	35
186	sno/miRNA	33	SRR1585503	2
157	sno/miRNA	34	SRR1585503	2
141	sno/miRNA	35	SRR1585503	9
18371	CDS	25	SRR1585504	200719
18610	CDS	26	SRR1585504	365082
18872	CDS	27	SRR1585504	774242
19152	CDS	28	SRR1585504	1664202
19302	CDS	29	SRR1585504	3131947
19223	CDS	30	SRR1585504	3423159
19026	CDS	31	SRR1585504	1593865
18785	CDS	32	SRR1585504	320432
18603	CDS	33	SRR1585504	57844
18327	CDS	34	SRR1585504	12002
18052	CDS	35	SRR1585504	4182
7506	lncRNA	25	SRR1585504	1819
8101	lncRNA	26	SRR1585504	2735
8815	lncRNA	27	SRR1585504	4801
9902	lncRNA	28	SRR1585504	10947
10364	lncRNA	29	SRR1585504	19606
10070	lncRNA	30	SRR1585504	21793
9501	lncRNA	31	SRR1585504	10670
8857	lncRNA	32	SRR1585504	2284
8272	lncRNA	33	SRR1585504	474
7743	lncRNA	34	SRR1585504	134
6908	lncRNA	35	SRR1585504	56
217	sno/miRNA	25	SRR1585504	61
217	sno/miRNA	26	SRR1585504	56
225	sno/miRNA	27	SRR1585504	55
249	sno/miRNA	28	SRR1585504	133
232	sno/miRNA	29	SRR1585504	124
236	sno/miRNA	30	SRR1585504	329
232	sno/miRNA	31	SRR1585504	66
208	sno/miRNA	32	SRR1585504	13
186	sno/miRNA	33	SRR1585504	5
157	sno/miRNA	34	SRR1585504	8
141	sno/miRNA	35	SRR1585504	11
18371	CDS	25	SRR1585505	107727
18610	CDS	26	SRR1585505	159960
18872	CDS	27	SRR1585505	275661
19152	CDS	28	SRR1585505	621755
19302	CDS	29	SRR1585505	1457498
19223	CDS	30	SRR1585505	1796444
19026	CDS	31	SRR1585505	812047
18785	CDS	32	SRR1585505	218324
18603	CDS	33	SRR1585505	50280
18327	CDS	34	SRR1585505	9724
18052	CDS	35	SRR1585505	2297
7506	lncRNA	25	SRR1585505	1153
8101	lncRNA	26	SRR1585505	2034
8815	lncRNA	27	SRR1585505	2373
9902	lncRNA	28	SRR1585505	4356
10364	lncRNA	29	SRR1585505	9132
10070	lncRNA	30	SRR1585505	11315
9501	lncRNA	31	SRR1585505	5386
8857	lncRNA	32	SRR1585505	1526
8272	lncRNA	33	SRR1585505	432
7743	lncRNA	34	SRR1585505	77
6908	lncRNA	35	SRR1585505	53
217	sno/miRNA	25	SRR1585505	61
217	sno/miRNA	26	SRR1585505	61
225	sno/miRNA	27	SRR1585505	37
249	sno/miRNA	28	SRR1585505	81
232	sno/miRNA	29	SRR1585505	75
236	sno/miRNA	30	SRR1585505	489
232	sno/miRNA	31	SRR1585505	41
208	sno/miRNA	32	SRR1585505	32
186	sno/miRNA	33	SRR1585505	3
157	sno/miRNA	34	SRR1585505	26
141	sno/miRNA	35	SRR1585505	32
18371	CDS	25	SRR1585506	114354
18610	CDS	26	SRR1585506	202118
18872	CDS	27	SRR1585506	429340
19152	CDS	28	SRR1585506	929816
19302	CDS	29	SRR1585506	1831055
19223	CDS	30	SRR1585506	1950700
19026	CDS	31	SRR1585506	809287
18785	CDS	32	SRR1585506	213658
18603	CDS	33	SRR1585506	50110
18327	CDS	34	SRR1585506	10925
18052	CDS	35	SRR1585506	3487
7506	lncRNA	25	SRR1585506	825
8101	lncRNA	26	SRR1585506	1247
8815	lncRNA	27	SRR1585506	2246
9902	lncRNA	28	SRR1585506	5036
10364	lncRNA	29	SRR1585506	9768
10070	lncRNA	30	SRR1585506	11468
9501	lncRNA	31	SRR1585506	4940
8857	lncRNA	32	SRR1585506	1425
8272	lncRNA	33	SRR1585506	351
7743	lncRNA	34	SRR1585506	86
6908	lncRNA	35	SRR1585506	29
217	sno/miRNA	25	SRR1585506	48
217	sno/miRNA	26	SRR1585506	51
225	sno/miRNA	27	SRR1585506	36
249	sno/miRNA	28	SRR1585506	78
232	sno/miRNA	29	SRR1585506	61
236	sno/miRNA	30	SRR1585506	102
232	sno/miRNA	31	SRR1585506	26
208	sno/miRNA	32	SRR1585506	4
186	sno/miRNA	33	SRR1585506	1
157	sno/miRNA	34	SRR1585506	6
141	sno/miRNA	35	SRR1585506	6
18371	CDS	25	SRR1585507	362497
18610	CDS	26	SRR1585507	727547
18872	CDS	27	SRR1585507	1393314
19152	CDS	28	SRR1585507	2758752
19302	CDS	29	SRR1585507	4224973
19223	CDS	30	SRR1585507	3224213
19026	CDS	31	SRR1585507	967052
18785	CDS	32	SRR1585507	187613
18603	CDS	33	SRR1585507	37411
18327	CDS	34	SRR1585507	9626
18052	CDS	35	SRR1585507	3249
7506	lncRNA	25	SRR1585507	2989
8101	lncRNA	26	SRR1585507	5357
8815	lncRNA	27	SRR1585507	7550
9902	lncRNA	28	SRR1585507	14681
10364	lncRNA	29	SRR1585507	23259
10070	lncRNA	30	SRR1585507	19744
9501	lncRNA	31	SRR1585507	6292
8857	lncRNA	32	SRR1585507	1371
8272	lncRNA	33	SRR1585507	399
7743	lncRNA	34	SRR1585507	142
6908	lncRNA	35	SRR1585507	48
217	sno/miRNA	25	SRR1585507	72
217	sno/miRNA	26	SRR1585507	70
225	sno/miRNA	27	SRR1585507	25
249	sno/miRNA	28	SRR1585507	147
232	sno/miRNA	29	SRR1585507	137
236	sno/miRNA	30	SRR1585507	1329
232	sno/miRNA	31	SRR1585507	50
208	sno/miRNA	32	SRR1585507	20
186	sno/miRNA	33	SRR1585507	1
157	sno/miRNA	34	SRR1585507	10
141	sno/miRNA	35	SRR1585507	9
18371	CDS	25	SRR1585508	246634
18610	CDS	26	SRR1585508	479940
18872	CDS	27	SRR1585508	928187
19152	CDS	28	SRR1585508	1852329
19302	CDS	29	SRR1585508	2929215
19223	CDS	30	SRR1585508	2478334
19026	CDS	31	SRR1585508	923716
18785	CDS	32	SRR1585508	139964
18603	CDS	33	SRR1585508	21514
18327	CDS	34	SRR1585508	5173
18052	CDS	35	SRR1585508	1904
7506	lncRNA	25	SRR1585508	2500
8101	lncRNA	26	SRR1585508	3520
