n	feature	read_length	srr	val
6908	lncRNA	35	SRR1535540	60
217	sno/miRNA	25	SRR1535540	40
217	sno/miRNA	26	SRR1535540	24
225	sno/miRNA	27	SRR1535540	47
249	sno/miRNA	28	SRR1535540	70
232	sno/miRNA	29	SRR1535540	124
236	sno/miRNA	30	SRR1535540	115
232	sno/miRNA	31	SRR1535540	33
208	sno/miRNA	32	SRR1535540	17
186	sno/miRNA	33	SRR1535540	2
157	sno/miRNA	34	SRR1535540	3
141	sno/miRNA	35	SRR1535540	9
18371	CDS	25	SRR1535541	123861
18610	CDS	26	SRR1535541	172020
18872	CDS	27	SRR1535541	349060
19152	CDS	28	SRR1535541	836548
19302	CDS	29	SRR1535541	980342
19223	CDS	30	SRR1535541	464081
19026	CDS	31	SRR1535541	81513
18785	CDS	32	SRR1535541	11870
18603	CDS	33	SRR1535541	4325
18327	CDS	34	SRR1535541	2118
18052	CDS	35	SRR1535541	1028
7506	lncRNA	25	SRR1535541	2118
8101	lncRNA	26	SRR1535541	1366
8815	lncRNA	27	SRR1535541	1526
9902	lncRNA	28	SRR1535541	2804
10364	lncRNA	29	SRR1535541	3189
10070	lncRNA	30	SRR1535541	2177
9501	lncRNA	31	SRR1535541	749
8857	lncRNA	32	SRR1535541	387
8272	lncRNA	33	SRR1535541	174
7743	lncRNA	34	SRR1535541	152
6908	lncRNA	35	SRR1535541	81
217	sno/miRNA	25	SRR1535541	44
217	sno/miRNA	26	SRR1535541	32
225	sno/miRNA	27	SRR1535541	58
249	sno/miRNA	28	SRR1535541	93
232	sno/miRNA	29	SRR1535541	102
236	sno/miRNA	30	SRR1535541	128
232	sno/miRNA	31	SRR1535541	33
208	sno/miRNA	32	SRR1535541	19
186	sno/miRNA	33	SRR1535541	4
157	sno/miRNA	34	SRR1535541	6
141	sno/miRNA	35	SRR1535541	9
18371	CDS	25	SRR1535542	125044
18610	CDS	26	SRR1535542	171101
18872	CDS	27	SRR1535542	348945
19152	CDS	28	SRR1535542	837242
19302	CDS	29	SRR1535542	982511
19223	CDS	30	SRR1535542	465763
19026	CDS	31	SRR1535542	82311
18785	CDS	32	SRR1535542	11992
18603	CDS	33	SRR1535542	4421
18327	CDS	34	SRR1535542	2186
18052	CDS	35	SRR1535542	1025
7506	lncRNA	25	SRR1535542	2159
8101	lncRNA	26	SRR1535542	1308
8815	lncRNA	27	SRR1535542	1560
9902	lncRNA	28	SRR1535542	2828
10364	lncRNA	29	SRR1535542	3297
10070	lncRNA	30	SRR1535542	2249
9501	lncRNA	31	SRR1535542	737
8857	lncRNA	32	SRR1535542	351
8272	lncRNA	33	SRR1535542	194
7743	lncRNA	34	SRR1535542	139
6908	lncRNA	35	SRR1535542	64
217	sno/miRNA	25	SRR1535542	43
217	sno/miRNA	26	SRR1535542	38
225	sno/miRNA	27	SRR1535542	64
249	sno/miRNA	28	SRR1535542	81
232	sno/miRNA	29	SRR1535542	89
236	sno/miRNA	30	SRR1535542	144
232	sno/miRNA	31	SRR1535542	35
208	sno/miRNA	32	SRR1535542	18
186	sno/miRNA	33	SRR1535542	7
157	sno/miRNA	34	SRR1535542	8
141	sno/miRNA	35	SRR1535542	7
18371	CDS	25	SRR1535543	29793
18610	CDS	26	SRR1535543	43105
18872	CDS	27	SRR1535543	85505
19152	CDS	28	SRR1535543	203405
19302	CDS	29	SRR1535543	254398
19223	CDS	30	SRR1535543	136679
19026	CDS	31	SRR1535543	26515
18785	CDS	32	SRR1535543	3625
18603	CDS	33	SRR1535543	1185
18327	CDS	34	SRR1535543	641
18052	CDS	35	SRR1535543	371
7506	lncRNA	25	SRR1535543	704
8101	lncRNA	26	SRR1535543	463
8815	lncRNA	27	SRR1535543	436
9902	lncRNA	28	SRR1535543	762
10364	lncRNA	29	SRR1535543	870
10070	lncRNA	30	SRR1535543	664
9501	lncRNA	31	SRR1535543	255
8857	lncRNA	32	SRR1535543	108
8272	lncRNA	33	SRR1535543	66
7743	lncRNA	34	SRR1535543	73
6908	lncRNA	35	SRR1535543	26
217	sno/miRNA	25	SRR1535543	17
217	sno/miRNA	26	SRR1535543	8
225	sno/miRNA	27	SRR1535543	20
249	sno/miRNA	28	SRR1535543	39
232	sno/miRNA	29	SRR1535543	59
236	sno/miRNA	30	SRR1535543	64
232	sno/miRNA	31	SRR1535543	12
208	sno/miRNA	32	SRR1535543	3
186	sno/miRNA	33	SRR1535543	3
157	sno/miRNA	34	SRR1535543	2
141	sno/miRNA	35	SRR1535543	3
18371	CDS	25	SRR1535544	33977
18610	CDS	26	SRR1535544	49227
18872	CDS	27	SRR1535544	97643
19152	CDS	28	SRR1535544	231214
19302	CDS	29	SRR1535544	288723
19223	CDS	30	SRR1535544	155754
19026	CDS	31	SRR1535544	30157
18785	CDS	32	SRR1535544	4155
18603	CDS	33	SRR1535544	1332
18327	CDS	34	SRR1535544	681
18052	CDS	35	SRR1535544	406
7506	lncRNA	25	SRR1535544	776
8101	lncRNA	26	SRR1535544	533
8815	lncRNA	27	SRR1535544	541
9902	lncRNA	28	SRR1535544	905
10364	lncRNA	29	SRR1535544	1107
10070	lncRNA	30	SRR1535544	756
9501	lncRNA	31	SRR1535544	308
8857	lncRNA	32	SRR1535544	131
8272	lncRNA	33	SRR1535544	76
7743	lncRNA	34	SRR1535544	57
6908	lncRNA	35	SRR1535544	50
217	sno/miRNA	25	SRR1535544	17
217	sno/miRNA	26	SRR1535544	17
225	sno/miRNA	27	SRR1535544	27
249	sno/miRNA	28	SRR1535544	47
232	sno/miRNA	29	SRR1535544	72
236	sno/miRNA	30	SRR1535544	81
232	sno/miRNA	31	SRR1535544	13
208	sno/miRNA	32	SRR1535544	7
186	sno/miRNA	33	SRR1535544	6
157	sno/miRNA	34	SRR1535544	3
141	sno/miRNA	35	SRR1535544	1
18371	CDS	25	SRR1535545	34094
18610	CDS	26	SRR1535545	49069
18872	CDS	27	SRR1535545	97505
19152	CDS	28	SRR1535545	231993
19302	CDS	29	SRR1535545	288670
19223	CDS	30	SRR1535545	155310
19026	CDS	31	SRR1535545	30276
18785	CDS	32	SRR1535545	4089
18603	CDS	33	SRR1535545	1353
18327	CDS	34	SRR1535545	722
18052	CDS	35	SRR1535545	417
7506	lncRNA	25	SRR1535545	761
8101	lncRNA	26	SRR1535545	503
8815	lncRNA	27	SRR1535545	549
9902	lncRNA	28	SRR1535545	897
10364	lncRNA	29	SRR1535545	1110
10070	lncRNA	30	SRR1535545	806
9501	lncRNA	31	SRR1535545	298
8857	lncRNA	32	SRR1535545	131
8272	lncRNA	33	SRR1535545	85
7743	lncRNA	34	SRR1535545	77
6908	lncRNA	35	SRR1535545	42
217	sno/miRNA	25	SRR1535545	15
217	sno/miRNA	26	SRR1535545	16
225	sno/miRNA	27	SRR1535545	22
249	sno/miRNA	28	SRR1535545	38
232	sno/miRNA	29	SRR1535545	64
236	sno/miRNA	30	SRR1535545	82
232	sno/miRNA	31	SRR1535545	20
208	sno/miRNA	32	SRR1535545	9
186	sno/miRNA	33	SRR1535545	2
157	sno/miRNA	34	SRR1535545	1
141	sno/miRNA	35	SRR1535545	1
18371	CDS	25	SRR1535546	20896
18610	CDS	26	SRR1535546	32411
18872	CDS	27	SRR1535546	72256
19152	CDS	28	SRR1535546	183273
19302	CDS	29	SRR1535546	209862
19223	CDS	30	SRR1535546	96837
19026	CDS	31	SRR1535546	15579
18785	CDS	32	SRR1535546	2291
18603	CDS	33	SRR1535546	916
18327	CDS	34	SRR1535546	435
18052	CDS	35	SRR1535546	245
7506	lncRNA	25	SRR1535546	863
8101	lncRNA	26	SRR1535546	512
8815	lncRNA	27	SRR1535546	482
9902	lncRNA	28	SRR1535546	788
10364	lncRNA	29	SRR1535546	861
10070	lncRNA	30	SRR1535546	670
9501	lncRNA	31	SRR1535546	314
8857	lncRNA	32	SRR1535546	140
8272	lncRNA	33	SRR1535546	71
7743	lncRNA	34	SRR1535546	55
6908	lncRNA	35	SRR1535546	20
217	sno/miRNA	25	SRR1535546	14
217	sno/miRNA	26	SRR1535546	17
225	sno/miRNA	27	SRR1535546	29
249	sno/miRNA	28	SRR1535546	58
232	sno/miRNA	29	SRR1535546	96
236	sno/miRNA	30	SRR1535546	98
232	sno/miRNA	31	SRR1535546	27
208	sno/miRNA	32	SRR1535546	5
186	sno/miRNA	33	SRR1535546	2
157	sno/miRNA	34	SRR1535546	2
141	sno/miRNA	35	SRR1535546	3
18371	CDS	25	SRR1535547	23494
18610	CDS	26	SRR1535547	36659
18872	CDS	27	SRR1535547	80993
19152	CDS	28	SRR1535547	204774
19302	CDS	29	SRR1535547	235418
19223	CDS	30	SRR1535547	109290
19026	CDS	31	SRR1535547	17816
18785	CDS	32	SRR1535547	2561
18603	CDS	33	SRR1535547	1018
18327	CDS	34	SRR1535547	543
18052	CDS	35	SRR1535547	261
7506	lncRNA	25	SRR1535547	928
8101	lncRNA	26	SRR1535547	562
8815	lncRNA	27	SRR1535547	516
9902	lncRNA	28	SRR1535547	908
10364	lncRNA	29	SRR1535547	896
10070	lncRNA	30	SRR1535547	745
9501	lncRNA	31	SRR1535547	332
8857	lncRNA	32	SRR1535547	121
8272	lncRNA	33	SRR1535547	107
7743	lncRNA	34	SRR1535547	69
6908	lncRNA	35	SRR1535547	33
217	sno/miRNA	25	SRR1535547	22
217	sno/miRNA	26	SRR1535547	11
225	sno/miRNA	27	SRR1535547	29
249	sno/miRNA	28	SRR1535547	62
232	sno/miRNA	29	SRR1535547	99
236	sno/miRNA	30	SRR1535547	90
232	sno/miRNA	31	SRR1535547	15
208	sno/miRNA	32	SRR1535547	11
186	sno/miRNA	33	SRR1535547	2
157	sno/miRNA	34	SRR1535547	5
141	sno/miRNA	35	SRR1535547	4
18371	CDS	25	SRR1535548	23631
18610	CDS	26	SRR1535548	36546
18872	CDS	27	SRR1535548	81470
19152	CDS	28	SRR1535548	204475
19302	CDS	29	SRR1535548	236527
19223	CDS	30	SRR1535548	109072
19026	CDS	31	SRR1535548	17680
18785	CDS	32	SRR1535548	2616
18603	CDS	33	SRR1535548	939
18327	CDS	34	SRR1535548	533
18052	CDS	35	SRR1535548	295
7506	lncRNA	25	SRR1535548	918
8101	lncRNA	26	SRR1535548	591
8815	lncRNA	27	SRR1535548	505
9902	lncRNA	28	SRR1535548	822
10364	lncRNA	29	SRR1535548	910
10070	lncRNA	30	SRR1535548	774
9501	lncRNA	31	SRR1535548	302
8857	lncRNA	32	SRR1535548	136
8272	lncRNA	33	SRR1535548	94
7743	lncRNA	34	SRR1535548	64
6908	lncRNA	35	SRR1535548	29
217	sno/miRNA	25	SRR1535548	19
217	sno/miRNA	26	SRR1535548	23
225	sno/miRNA	27	SRR1535548	31
249	sno/miRNA	28	SRR1535548	66
232	sno/miRNA	29	SRR1535548	133
236	sno/miRNA	30	SRR1535548	98
232	sno/miRNA	31	SRR1535548	16
208	sno/miRNA	32	SRR1535548	7
186	sno/miRNA	33	SRR1535548	3
157	sno/miRNA	34	SRR1535548	1
141	sno/miRNA	35	SRR1535548	0
18371	CDS	25	SRR1535549	2497
18610	CDS	26	SRR1535549	3716
18872	CDS	27	SRR1535549	7288
19152	CDS	28	SRR1535549	17320
19302	CDS	29	SRR1535549	21263
19223	CDS	30	SRR1535549	11052
19026	CDS	31	SRR1535549	2060
18785	CDS	32	SRR1535549	356
18603	CDS	33	SRR1535549	140
18327	CDS	34	SRR1535549	83
18052	CDS	35	SRR1535549	55
7506	lncRNA	25	SRR1535549	433
8101	lncRNA	26	SRR1535549	283
8815	lncRNA	27	SRR1535549	224
9902	lncRNA	28	SRR1535549	256
10364	lncRNA	29	SRR1535549	233
10070	lncRNA	30	SRR1535549	235
9501	lncRNA	31	SRR1535549	82
8857	lncRNA	32	SRR1535549	52
8272	lncRNA	33	SRR1535549	34
7743	lncRNA	34	SRR1535549	25
6908	lncRNA	35	SRR1535549	5
217	sno/miRNA	25	SRR1535549	13
217	sno/miRNA	26	SRR1535549	7
225	sno/miRNA	27	SRR1535549	26
249	sno/miRNA	28	SRR1535549	28
232	sno/miRNA	29	SRR1535549	42
236	sno/miRNA	30	SRR1535549	57
232	sno/miRNA	31	SRR1535549	11
208	sno/miRNA	32	SRR1535549	2
186	sno/miRNA	33	SRR1535549	0
157	sno/miRNA	34	SRR1535549	3
141	sno/miRNA	35	SRR1535549	3
18371	CDS	25	SRR1535550	3023
18610	CDS	26	SRR1535550	4295
18872	CDS	27	SRR1535550	8252
19152	CDS	28	SRR1535550	19944
19302	CDS	29	SRR1535550	24340
19223	CDS	30	SRR1535550	12563
19026	CDS	31	SRR1535550	2349
18785	CDS	32	SRR1535550	417
18603	CDS	33	SRR1535550	180
18327	CDS	34	SRR1535550	84
18052	CDS	35	SRR1535550	61
7506	lncRNA	25	SRR1535550	457
8101	lncRNA	26	SRR1535550	295
8815	lncRNA	27	SRR1535550	213
9902	lncRNA	28	SRR1535550	342
10364	lncRNA	29	SRR1535550	280
10070	lncRNA	30	SRR1535550	216
9501	lncRNA	31	SRR1535550	108
8857	lncRNA	32	SRR1535550	45
8272	lncRNA	33	SRR1535550	30
7743	lncRNA	34	SRR1535550	23
6908	lncRNA	35	SRR1535550	18
217	sno/miRNA	25	SRR1535550	17
217	sno/miRNA	26	SRR1535550	19
225	sno/miRNA	27	SRR1535550	28
249	sno/miRNA	28	SRR1535550	33
232	sno/miRNA	29	SRR1535550	50
236	sno/miRNA	30	SRR1535550	65
232	sno/miRNA	31	SRR1535550	14
208	sno/miRNA	32	SRR1535550	9
186	sno/miRNA	33	SRR1535550	3
157	sno/miRNA	34	SRR1535550	3
141	sno/miRNA	35	SRR1535550	4
18371	CDS	25	SRR1535551	2929
18610	CDS	26	SRR1535551	4247
18872	CDS	27	SRR1535551	8281
19152	CDS	28	SRR1535551	19532
19302	CDS	29	SRR1535551	24071
19223	CDS	30	SRR1535551	12704
19026	CDS	31	SRR1535551	2335
18785	CDS	32	SRR1535551	393
18603	CDS	33	SRR1535551	146
18327	CDS	34	SRR1535551	90
18052	CDS	35	SRR1535551	38
7506	lncRNA	25	SRR1535551	483
8101	lncRNA	26	SRR1535551	303
8815	lncRNA	27	SRR1535551	255
9902	lncRNA	28	SRR1535551	278
10364	lncRNA	29	SRR1535551	275
10070	lncRNA	30	SRR1535551	246
9501	lncRNA	31	SRR1535551	92
8857	lncRNA	32	SRR1535551	49
8272	lncRNA	33	SRR1535551	25
7743	lncRNA	34	SRR1535551	24
6908	lncRNA	35	SRR1535551	16
217	sno/miRNA	25	SRR1535551	10
217	sno/miRNA	26	SRR1535551	9
225	sno/miRNA	27	SRR1535551	36
249	sno/miRNA	28	SRR1535551	29
232	sno/miRNA	29	SRR1535551	53
236	sno/miRNA	30	SRR1535551	50
232	sno/miRNA	31	SRR1535551	16
208	sno/miRNA	32	SRR1535551	5
186	sno/miRNA	33	SRR1535551	1
157	sno/miRNA	34	SRR1535551	3
141	sno/miRNA	35	SRR1535551	4
18371	CDS	25	SRR1573930	521948
18610	CDS	26	SRR1573930	707970
18872	CDS	27	SRR1573930	1149510
19152	CDS	28	SRR1573930	2026509
19302	CDS	29	SRR1573930	3441024
19223	CDS	30	SRR1573930	5120121
19026	CDS	31	SRR1573930	6783716
18785	CDS	32	SRR1573930	7764057
18603	CDS	33	SRR1573930	6886717
18327	CDS	34	SRR1573930	4575363
18052	CDS	35	SRR1573930	2370836
7506	lncRNA	25	SRR1573930	3916
8101	lncRNA	26	SRR1573930	5446
8815	lncRNA	27	SRR1573930	8127
9902	lncRNA	28	SRR1573930	17333
10364	lncRNA	29	SRR1573930	16506
10070	lncRNA	30	SRR1573930	23473
9501	lncRNA	31	SRR1573930	35134
8857	lncRNA	32	SRR1573930	46001
8272	lncRNA	33	SRR1573930	45205
7743	lncRNA	34	SRR1573930	35085
6908	lncRNA	35	SRR1573930	21626
217	sno/miRNA	25	SRR1573930	122
217	sno/miRNA	26	SRR1573930	135
225	sno/miRNA	27	SRR1573930	114
249	sno/miRNA	28	SRR1573930	177
232	sno/miRNA	29	SRR1573930	474
236	sno/miRNA	30	SRR1573930	575
232	sno/miRNA	31	SRR1573930	500
208	sno/miRNA	32	SRR1573930	1085
186	sno/miRNA	33	SRR1573930	1167
157	sno/miRNA	34	SRR1573930	394
141	sno/miRNA	35	SRR1573930	175
18371	CDS	25	SRR1573931	466531
18610	CDS	26	SRR1573931	640249
18872	CDS	27	SRR1573931	1022394
19152	CDS	28	SRR1573931	1785766
19302	CDS	29	SRR1573931	2956768
19223	CDS	30	SRR1573931	4265181
19026	CDS	31	SRR1573931	5577114
18785	CDS	32	SRR1573931	6424536
18603	CDS	33	SRR1573931	5880814
18327	CDS	34	SRR1573931	4049508
18052	CDS	35	SRR1573931	2173453
7506	lncRNA	25	SRR1573931	3643
8101	lncRNA	26	SRR1573931	4873
8815	lncRNA	27	SRR1573931	7219
9902	lncRNA	28	SRR1573931	14878
10364	lncRNA	29	SRR1573931	14271
10070	lncRNA	30	SRR1573931	20341
9501	lncRNA	31	SRR1573931	30424
8857	lncRNA	32	SRR1573931	41355
8272	lncRNA	33	SRR1573931	43865
7743	lncRNA	34	SRR1573931	35258
6908	lncRNA	35	SRR1573931	22589
217	sno/miRNA	25	SRR1573931	159
217	sno/miRNA	26	SRR1573931	106
225	sno/miRNA	27	SRR1573931	104
249	sno/miRNA	28	SRR1573931	111
232	sno/miRNA	29	SRR1573931	347
236	sno/miRNA	30	SRR1573931	436
232	sno/miRNA	31	SRR1573931	386
208	sno/miRNA	32	SRR1573931	991
186	sno/miRNA	33	SRR1573931	937
157	sno/miRNA	34	SRR1573931	426
141	sno/miRNA	35	SRR1573931	231
18371	CDS	25	SRR1573932	369372
18610	CDS	26	SRR1573932	510150
18872	CDS	27	SRR1573932	800136
19152	CDS	28	SRR1573932	1333599
19302	CDS	29	SRR1573932	2148320
19223	CDS	30	SRR1573932	3105039
19026	CDS	31	SRR1573932	4083161
18785	CDS	32	SRR1573932	4808432
18603	CDS	33	SRR1573932	4658379
18327	CDS	34	SRR1573932	3552153
18052	CDS	35	SRR1573932	2219038
7506	lncRNA	25	SRR1573932	3483
8101	lncRNA	26	SRR1573932	4546
8815	lncRNA	27	SRR1573932	6692
9902	lncRNA	28	SRR1573932	15428
10364	lncRNA	29	SRR1573932	12922
10070	lncRNA	30	SRR1573932	16674
9501	lncRNA	31	SRR1573932	24747
8857	lncRNA	32	SRR1573932	34248
8272	lncRNA	33	SRR1573932	37781
7743	lncRNA	34	SRR1573932	33576
6908	lncRNA	35	SRR1573932	25371
217	sno/miRNA	25	SRR1573932	162
217	sno/miRNA	26	SRR1573932	155
225	sno/miRNA	27	SRR1573932	193
249	sno/miRNA	28	SRR1573932	184
232	sno/miRNA	29	SRR1573932	505
236	sno/miRNA	30	SRR1573932	744
232	sno/miRNA	31	SRR1573932	599
208	sno/miRNA	32	SRR1573932	1237
186	sno/miRNA	33	SRR1573932	1481
157	sno/miRNA	34	SRR1573932	736
141	sno/miRNA	35	SRR1573932	437
18371	CDS	25	SRR1573933	293548
18610	CDS	26	SRR1573933	405968
18872	CDS	27	SRR1573933	603007
19152	CDS	28	SRR1573933	905000
19302	CDS	29	SRR1573933	1294007
19223	CDS	30	SRR1573933	1722473
19026	CDS	31	SRR1573933	2191788
18785	CDS	32	SRR1573933	2612810
18603	CDS	33	SRR1573933	2639035
18327	CDS	34	SRR1573933	2122051
18052	CDS	35	SRR1573933	1410296
7506	lncRNA	25	SRR1573933	2682
8101	lncRNA	26	SRR1573933	3458
8815	lncRNA	27	SRR1573933	4977
9902	lncRNA	28	SRR1573933	9500
10364	lncRNA	29	SRR1573933	7669
10070	lncRNA	30	SRR1573933	8778
9501	lncRNA	31	SRR1573933	12311
8857	lncRNA	32	SRR1573933	15433
8272	lncRNA	33	SRR1573933	17516
7743	lncRNA	34	SRR1573933	16047
6908	lncRNA	35	SRR1573933	13135
217	sno/miRNA	25	SRR1573933	300
217	sno/miRNA	26	SRR1573933	164
225	sno/miRNA	27	SRR1573933	109
249	sno/miRNA	28	SRR1573933	157
232	sno/miRNA	29	SRR1573933	320
236	sno/miRNA	30	SRR1573933	376
232	sno/miRNA	31	SRR1573933	290
208	sno/miRNA	32	SRR1573933	671
186	sno/miRNA	33	SRR1573933	672
157	sno/miRNA	34	SRR1573933	354
141	sno/miRNA	35	SRR1573933	231
18371	CDS	25	SRR1573934	323223
18610	CDS	26	SRR1573934	521029
18872	CDS	27	SRR1573934	998275
19152	CDS	28	SRR1573934	1913224
19302	CDS	29	SRR1573934	3233477
19223	CDS	30	SRR1573934	4741113
19026	CDS	31	SRR1573934	6215988
18785	CDS	32	SRR1573934	6817059
18603	CDS	33	SRR1573934	5573960
18327	CDS	34	SRR1573934	3294485
18052	CDS	35	SRR1573934	1471078
7506	lncRNA	25	SRR1573934	2183
8101	lncRNA	26	SRR1573934	3365
8815	lncRNA	27	SRR1573934	5818
9902	lncRNA	28	SRR1573934	14857
10364	lncRNA	29	SRR1573934	14048
10070	lncRNA	30	SRR1573934	20359
9501	lncRNA	31	SRR1573934	30261
8857	lncRNA	32	SRR1573934	36826
8272	lncRNA	33	SRR1573934	33620
7743	lncRNA	34	SRR1573934	23083
6908	lncRNA	35	SRR1573934	11614
217	sno/miRNA	25	SRR1573934	135
217	sno/miRNA	26	SRR1573934	133
225	sno/miRNA	27	SRR1573934	96
249	sno/miRNA	28	SRR1573934	134
232	sno/miRNA	29	SRR1573934	428
236	sno/miRNA	30	SRR1573934	579
232	sno/miRNA	31	SRR1573934	391
208	sno/miRNA	32	SRR1573934	828
186	sno/miRNA	33	SRR1573934	787
157	sno/miRNA	34	SRR1573934	307
141	sno/miRNA	35	SRR1573934	100
18371	CDS	25	SRR1573937	72398
18610	CDS	26	SRR1573937	94209
18872	CDS	27	SRR1573937	117530
19152	CDS	28	SRR1573937	171172
19302	CDS	29	SRR1573937	325253
19223	CDS	30	SRR1573937	673102
19026	CDS	31	SRR1573937	1246813
18785	CDS	32	SRR1573937	1748927
18603	CDS	33	SRR1573937	1694314
18327	CDS	34	SRR1573937	1124261
18052	CDS	35	SRR1573937	526985
7506	lncRNA	25	SRR1573937	469
8101	lncRNA	26	SRR1573937	595
8815	lncRNA	27	SRR1573937	729
9902	lncRNA	28	SRR1573937	1489
10364	lncRNA	29	SRR1573937	1726
10070	lncRNA	30	SRR1573937	3333
9501	lncRNA	31	SRR1573937	6047
8857	lncRNA	32	SRR1573937	9420
8272	lncRNA	33	SRR1573937	10120
7743	lncRNA	34	SRR1573937	7471
6908	lncRNA	35	SRR1573937	4087
217	sno/miRNA	25	SRR1573937	8
217	sno/miRNA	26	SRR1573937	8
225	sno/miRNA	27	SRR1573937	13
249	sno/miRNA	28	SRR1573937	15
232	sno/miRNA	29	SRR1573937	85
236	sno/miRNA	30	SRR1573937	98
232	sno/miRNA	31	SRR1573937	83
208	sno/miRNA	32	SRR1573937	227
186	sno/miRNA	33	SRR1573937	391
157	sno/miRNA	34	SRR1573937	136
141	sno/miRNA	35	SRR1573937	34
18371	CDS	25	SRR1573938	31614
18610	CDS	26	SRR1573938	39590
18872	CDS	27	SRR1573938	52297
19152	CDS	28	SRR1573938	81855
19302	CDS	29	SRR1573938	159312
19223	CDS	30	SRR1573938	311178
19026	CDS	31	SRR1573938	524000
18785	CDS	32	SRR1573938	702797
18603	CDS	33	SRR1573938	699238
18327	CDS	34	SRR1573938	501090
18052	CDS	35	SRR1573938	263817
7506	lncRNA	25	SRR1573938	212
8101	lncRNA	26	SRR1573938	321
8815	lncRNA	27	SRR1573938	465
9902	lncRNA	28	SRR1573938	933
10364	lncRNA	29	SRR1573938	1029
10070	lncRNA	30	SRR1573938	1542
9501	lncRNA	31	SRR1573938	2854
8857	lncRNA	32	SRR1573938	3884
8272	lncRNA	33	SRR1573938	4080
7743	lncRNA	34	SRR1573938	3328
6908	lncRNA	35	SRR1573938	2200
217	sno/miRNA	25	SRR1573938	9
217	sno/miRNA	26	SRR1573938	8
225	sno/miRNA	27	SRR1573938	12
249	sno/miRNA	28	SRR1573938	10
232	sno/miRNA	29	SRR1573938	48
236	sno/miRNA	30	SRR1573938	104
232	sno/miRNA	31	SRR1573938	62
208	sno/miRNA	32	SRR1573938	155
186	sno/miRNA	33	SRR1573938	205
157	sno/miRNA	34	SRR1573938	90
141	sno/miRNA	35	SRR1573938	34
18371	CDS	25	SRR1573939	862504
18610	CDS	26	SRR1573939	1565265
18872	CDS	27	SRR1573939	2381938
19152	CDS	28	SRR1573939	3032022
19302	CDS	29	SRR1573939	3651779
19223	CDS	30	SRR1573939	4216154
19026	CDS	31	SRR1573939	4601316
18785	CDS	32	SRR1573939	4804715
18603	CDS	33	SRR1573939	4343615
18327	CDS	34	SRR1573939	3102571
18052	CDS	35	SRR1573939	1736424
7506	lncRNA	25	SRR1573939	4926
8101	lncRNA	26	SRR1573939	8710
8815	lncRNA	27	SRR1573939	13369
9902	lncRNA	28	SRR1573939	55447
10364	lncRNA	29	SRR1573939	18407
10070	lncRNA	30	SRR1573939	18826
9501	lncRNA	31	SRR1573939	21935
8857	lncRNA	32	SRR1573939	26585
8272	lncRNA	33	SRR1573939	28302
7743	lncRNA	34	SRR1573939	24874
6908	lncRNA	35	SRR1573939	18336
217	sno/miRNA	25	SRR1573939	455
217	sno/miRNA	26	SRR1573939	455
225	sno/miRNA	27	SRR1573939	340
249	sno/miRNA	28	SRR1573939	345
232	sno/miRNA	29	SRR1573939	680
236	sno/miRNA	30	SRR1573939	849
232	sno/miRNA	31	SRR1573939	510
208	sno/miRNA	32	SRR1573939	2296
186	sno/miRNA	33	SRR1573939	1687
157	sno/miRNA	34	SRR1573939	403
141	sno/miRNA	35	SRR1573939	164
18371	CDS	25	SRR1573940	1419133
18610	CDS	26	SRR1573940	2390038
18872	CDS	27	SRR1573940	3241803
19152	CDS	28	SRR1573940	3812202
19302	CDS	29	SRR1573940	4325761
19223	CDS	30	SRR1573940	4660572
19026	CDS	31	SRR1573940	4568058
18785	CDS	32	SRR1573940	4101735
18603	CDS	33	SRR1573940	3245025
18327	CDS	34	SRR1573940	2184484
18052	CDS	35	SRR1573940	1304257
7506	lncRNA	25	SRR1573940	7689
8101	lncRNA	26	SRR1573940	12736
8815	lncRNA	27	SRR1573940	18030
9902	lncRNA	28	SRR1573940	86392
10364	lncRNA	29	SRR1573940	25312
10070	lncRNA	30	SRR1573940	21353
9501	lncRNA	31	SRR1573940	19954
8857	lncRNA	32	SRR1573940	21226
8272	lncRNA	33	SRR1573940	20861
7743	lncRNA	34	SRR1573940	18301
6908	lncRNA	35	SRR1573940	16122
217	sno/miRNA	25	SRR1573940	1144
217	sno/miRNA	26	SRR1573940	873
225	sno/miRNA	27	SRR1573940	717
249	sno/miRNA	28	SRR1573940	573
232	sno/miRNA	29	SRR1573940	1832
236	sno/miRNA	30	SRR1573940	1760
232	sno/miRNA	31	SRR1573940	883
208	sno/miRNA	32	SRR1573940	2995
186	sno/miRNA	33	SRR1573940	2766
157	sno/miRNA	34	SRR1573940	781
141	sno/miRNA	35	SRR1573940	77
18371	CDS	25	SRR1585486	217255
18610	CDS	26	SRR1585486	406872
18872	CDS	27	SRR1585486	888410
19152	CDS	28	SRR1585486	1729593
19302	CDS	29	SRR1585486	2854743
19223	CDS	30	SRR1585486	2961956
19026	CDS	31	SRR1585486	1453996
18785	CDS	32	SRR1585486	358968
18603	CDS	33	SRR1585486	77722
18327	CDS	34	SRR1585486	19505
18052	CDS	35	SRR1585486	6766
7506	lncRNA	25	SRR1585486	2135
8101	lncRNA	26	SRR1585486	3307
8815	lncRNA	27	SRR1585486	5419
9902	lncRNA	28	SRR1585486	9159
10364	lncRNA	29	SRR1585486	15599
10070	lncRNA	30	SRR1585486	17874
9501	lncRNA	31	SRR1585486	9959
